relativehumidity_2m,dewpoint_2m,windspeed_100m,winddirection_100m,Power/hour
57,44.0,4.48,39,0.1861
53,43.3,3.34,39,0.1662
58,44.4,4.84,38,0.1464
59,44.3,5.25,31,0.1265
56,42.4,3.8,27,0.1067
61,42.8,3.78,37,0.0868
78,46.0,4.74,48,0.076
83,45.6,4.06,38,0.0742
84,45.0,3.47,33,0.0724
86,44.7,3.47,33,0.0707
87,44.5,2.75,33,0.0689
87,44.0,2.12,19,0.0671
89,43.7,2.28,15,0.0654
91,43.6,2.38,22,0.0636
90,43.8,2.69,42,0.0618
92,43.8,2.42,66,0.0601
87,45.6,2.01,96,0.0583
89,46.4,1.71,111,0.0565
93,47.8,1.46,106,0.0547
81,48.1,1.58,55,0.053
65,46.1,2.06,76,0.0512
60,45.9,2.5,88,0.0494
57,46.5,2.63,99,0.0477
56,47.2,2.77,103,0.0459
56,47.7,2.91,106,0.0441
56,48.1,2.97,110,0.0423
57,48.3,2.79,111,0.0406
58,48.3,2.66,110,0.0388
60,48.1,2.47,104,0.037
67,48.9,3.21,95,0.0353
75,47.4,4.5,91,0.0336
78,47.6,4.04,99,0.0319
85,48.3,3.32,106,0.0303
79,48.2,2.72,126,0.0287
78,48.5,2.86,126,0.0271
79,48.9,2.84,129,0.0255
84,48.9,2.92,142,0.0238
86,49.2,3.04,136,0.0222
92,48.7,4.11,139,0.0206
95,50.7,4.52,145,0.019
99,48.9,3.69,147,0.0174
100,49.0,3.45,163,0.0165
98,50.0,4.2,192,0.0165
87,51.1,2.91,196,0.0164
73,51.8,1.4,180,0.0163
60,49.4,2.15,152,0.0162
48,45.8,2.06,141,0.0162
43,44.4,1.66,147,0.0161
41,44.9,1.9,162,0.016
41,46.2,1.55,165,0.0159
45,49.0,2.12,161,0.0159
51,51.5,1.7,152,0.0158
58,53.8,1.84,119,0.0157
73,56.1,5.11,121,0.0157
85,55.4,4.96,132,0.0242
89,55.0,4.19,147,0.0414
90,54.6,4.52,152,0.0587
89,53.8,5.03,163,0.0759
92,53.9,5.62,175,0.0931
96,54.0,4.44,194,0.1103
99,53.7,3.61,226,0.1275
98,53.2,3.71,243,0.1447
94,51.9,3.76,245,0.162
92,50.1,4.39,240,0.1792
92,49.4,4.79,241,0.1964
93,49.3,4.44,262,0.2048
94,50.1,4.1,269,0.2043
84,52.1,3.61,265,0.2039
71,53.7,1.84,292,0.2034
58,52.8,0.85,291,0.203
52,52.2,0.76,203,0.2025
49,52.3,0.28,135,0.2021
47,52.5,0.71,82,0.2016
46,52.8,1.43,102,0.2012
48,53.8,1.9,90,0.2007
53,54.5,3.31,87,0.2003
58,53.9,3.9,91,0.1998
67,54.0,3.6,90,0.1994
77,53.4,3.83,105,0.1989
81,53.8,4.3,108,0.1985
85,54.5,4.16,114,0.198
87,53.3,3.7,92,0.1976
83,53.6,3.81,87,0.1971
87,54.1,4.39,102,0.1967
90,55.0,4.72,111,0.1962
91,55.1,4.62,108,0.1958
92,55.3,4.84,120,0.1953
96,53.9,3.76,119,0.1949
99,54.0,3.07,109,0.1944
100,55.1,3.55,112,0.194
100,57.5,3.1,92,0.1935
94,60.9,3.83,97,0.1931
85,60.8,2.21,108,0.1926
69,58.2,1.9,108,0.1922
63,57.8,1.8,87,0.1917
59,57.7,2.38,105,0.1913
57,58.2,2.88,110,0.1908
59,59.0,3.0,120,0.1904
61,59.2,3.22,126,0.19
64,59.4,3.47,134,0.1895
71,60.7,3.26,162,0.1891
78,61.6,3.54,164,0.1886
85,60.4,3.8,88,0.1882
87,60.2,4.38,125,0.1877
82,59.1,4.88,154,0.1873
86,59.8,4.62,202,0.1868
90,61.2,6.13,242,0.1864
91,61.6,6.07,250,0.1859
92,60.9,5.69,252,0.1855
93,60.1,5.66,253,0.185
92,59.8,5.81,266,0.1846
93,59.6,5.41,267,0.1841
94,59.3,4.9,272,0.1837
95,59.2,4.24,278,0.1779
91,60.1,4.24,255,0.167
89,60.7,3.83,263,0.156
84,61.7,2.98,256,0.145
77,62.3,3.45,253,0.134
73,62.6,3.55,248,0.123
70,62.2,3.42,249,0.112
66,61.9,2.94,260,0.101
63,61.7,2.97,250,0.0901
61,61.2,3.14,248,0.0791
60,61.4,2.94,260,0.0681
64,61.9,1.87,254,0.0571
59,59.3,0.32,252,0.0461
87,64.3,3.26,72,0.0493
92,63.7,2.92,128,0.0665
91,61.8,3.91,176,0.0838
85,59.8,6.9,197,0.1011
83,57.8,6.66,206,0.1184
88,58.4,6.66,213,0.1356
91,59.1,6.42,217,0.1529
93,59.1,6.03,220,0.1702
93,58.6,5.3,224,0.1874
94,58.2,5.02,226,0.2047
95,57.7,5.04,231,0.222
96,57.3,4.78,233,0.2244
96,58.2,4.16,235,0.212
88,59.9,3.66,215,0.1996
78,61.5,2.62,198,0.1872
69,61.9,2.66,200,0.1748
62,61.5,2.97,200,0.1624
57,60.6,3.31,209,0.15
52,59.8,3.72,216,0.1376
50,59.3,3.4,208,0.1252
47,58.3,2.79,195,0.1128
49,58.7,2.64,155,0.1004
58,60.8,4.55,130,0.088
65,60.9,6.15,136,0.0756
70,59.8,6.58,156,0.0978
76,60.6,7.5,181,0.1547
79,59.9,6.67,193,0.2116
80,59.1,6.87,196,0.2685
81,58.6,6.84,201,0.3254
82,58.3,6.71,208,0.3823
85,58.4,6.1,215,0.4392
88,58.6,5.75,211,0.4962
90,58.6,5.77,208,0.5531
92,58.6,5.69,204,0.61
93,58.8,6.2,201,0.6669
94,59.1,6.71,197,0.6632
94,60.3,6.41,203,0.599
88,62.2,5.46,206,0.5347
79,63.6,3.58,203,0.4705
68,63.0,3.94,207,0.4062
58,60.7,5.32,206,0.342
52,59.8,6.71,207,0.2777
48,59.5,6.05,202,0.2395
47,59.0,6.04,192,0.2273
46,58.3,5.35,188,0.215
46,58.3,4.55,199,0.2028
50,59.1,4.6,178,0.1905
63,61.6,6.61,162,0.1783
69,60.9,7.5,167,0.2063
71,60.0,6.92,176,0.2745
76,59.9,6.31,184,0.3428
80,59.8,6.11,183,0.411
82,59.4,6.6,180,0.4793
85,59.9,6.87,188,0.5475
89,60.7,6.65,196,0.6157
92,61.0,6.77,199,0.684
92,60.8,6.85,203,0.7522
92,60.5,6.84,205,0.8205
92,60.4,6.98,205,0.8887
92,60.2,6.71,207,0.8824
90,61.3,6.89,206,0.8016
82,62.4,6.75,205,0.7208
72,62.8,5.24,204,0.64
61,62.1,5.29,202,0.5592
52,60.3,6.04,204,0.4784
49,59.9,6.08,207,0.3976
46,59.1,5.73,205,0.3506
43,58.6,5.64,210,0.3374
41,58.2,5.08,216,0.3242
41,57.9,5.23,227,0.3111
50,60.8,4.83,230,0.2979
68,65.4,4.03,226,0.2847
64,62.0,6.48,189,0.2845
68,61.0,6.7,182,0.2973
68,60.3,6.77,196,0.3102
71,61.7,6.49,214,0.323
76,62.7,5.7,232,0.3358
82,63.5,5.02,227,0.3486
89,64.5,3.22,240,0.3614
93,64.8,2.62,263,0.3742
96,65.2,3.74,16,0.387
96,61.4,5.95,29,0.3998
92,58.6,5.52,22,0.4127
87,56.3,5.82,19,0.4008
88,56.7,7.08,23,0.3644
88,57.3,5.72,5,0.328
85,56.8,4.91,4,0.2916
77,55.7,3.65,9,0.2551
69,54.5,3.1,15,0.2187
65,53.8,3.38,19,0.1823
60,52.8,3.26,11,0.1572
56,51.9,3.57,11,0.1436
53,51.3,3.88,35,0.1299
57,51.7,4.31,46,0.1163
65,52.6,4.03,46,0.1027
75,54.0,3.52,55,0.089
82,53.9,4.53,31,0.084
86,54.3,5.28,29,0.0877
87,53.8,5.55,26,0.0914
89,53.6,5.22,32,0.0951
91,53.8,5.09,47,0.0988
93,54.5,5.19,56,0.1025
95,55.5,4.96,56,0.1062
96,56.0,4.19,50,0.1099
96,56.2,4.6,42,0.1136
96,56.2,4.83,40,0.1173
95,56.4,5.09,45,0.121
95,56.6,5.23,45,0.1224
94,60.2,5.34,52,0.1215
93,61.4,4.88,55,0.1206
90,61.8,5.37,45,0.1197
87,62.2,5.23,45,0.1188
86,62.8,4.84,52,0.1179
85,63.6,4.17,60,0.1171
81,63.6,3.58,67,0.1162
78,63.5,2.6,92,0.1153
79,64.4,2.53,99,0.1144
81,64.5,3.31,95,0.1135
87,64.5,3.61,71,0.1126
92,64.2,3.5,59,0.1117
97,62.9,5.08,36,0.1109
97,63.0,4.83,40,0.11
97,63.2,4.52,62,0.1091
98,63.6,5.0,92,0.1082
98,63.6,3.61,104,0.1073
98,62.7,3.7,109,0.1064
96,63.6,4.99,123,0.1055
95,64.0,5.8,136,0.1047
95,63.9,5.66,163,0.1038
96,64.1,5.2,178,0.1029
96,64.0,4.79,169,0.102
96,64.0,4.75,165,0.1009
97,64.3,3.76,140,0.0997
95,65.9,3.98,141,0.0985
93,67.1,2.62,162,0.0973
86,67.1,3.67,154,0.096
82,66.9,4.24,146,0.0948
72,66.3,4.61,150,0.0936
64,64.8,4.15,165,0.0924
62,64.8,4.3,177,0.0911
64,65.4,4.27,164,0.0899
64,65.6,3.96,159,0.0887
68,66.1,4.08,144,0.0875
77,66.8,5.52,132,0.0862
85,67.2,5.49,147,0.1117
85,66.5,6.48,167,0.164
87,66.2,7.07,172,0.2162
89,65.9,6.99,171,0.2685
91,65.6,6.4,179,0.3207
93,65.4,5.9,180,0.373
94,65.1,5.87,189,0.4252
95,65.1,6.0,179,0.4775
95,64.8,6.53,175,0.5297
95,64.5,6.8,181,0.5819
95,64.6,5.69,211,0.6342
94,65.0,6.3,180,0.6205
93,65.1,5.31,177,0.541
87,66.2,5.81,183,0.4614
80,67.3,3.9,179,0.3819
73,68.3,4.51,176,0.3023
66,69.1,4.6,182,0.2228
62,69.7,4.0,193,0.1432
59,69.8,3.75,189,0.1416
58,69.7,3.28,192,0.218
57,69.4,3.51,185,0.2945
58,69.5,3.72,186,0.3709
62,70.3,4.04,171,0.4473
73,70.8,4.79,169,0.5237
81,68.8,3.62,208,0.5604
83,68.6,3.0,217,0.5574
79,67.4,6.44,152,0.5545
86,69.0,6.41,169,0.5515
90,68.4,5.64,173,0.5486
93,67.8,5.84,173,0.5456
95,67.5,6.42,184,0.5427
96,67.2,6.04,196,0.5397
96,66.9,5.58,195,0.5368
95,66.3,5.4,179,0.5338
94,65.4,5.7,181,0.5309
94,64.9,5.84,187,0.514
94,64.9,4.39,204,0.4833
86,66.0,3.37,192,0.4525
77,66.9,2.55,169,0.4218
70,67.8,2.57,167,0.391
63,68.3,2.71,176,0.3603
57,68.6,2.4,197,0.3295
53,68.5,1.5,233,0.2988
53,68.6,1.53,191,0.268
52,68.3,1.81,186,0.2373
54,68.3,2.02,147,0.2066
62,69.5,3.61,138,0.1758
71,69.2,5.11,149,0.1451
75,68.2,6.23,161,0.1509
80,67.7,4.81,176,0.1934
81,67.2,4.4,197,0.2359
81,66.9,5.88,198,0.2784
75,65.1,7.31,199,0.3209
73,62.6,6.65,201,0.3634
78,63.4,6.63,203,0.4059
85,64.7,6.0,210,0.4484
88,65.1,5.8,225,0.4909
87,65.0,6.02,238,0.5334
84,64.4,6.0,233,0.5759
81,63.2,5.98,232,0.5769
76,61.5,5.61,239,0.5364
73,62.0,5.46,242,0.4959
64,62.7,3.92,251,0.4554
61,65.0,3.04,261,0.4149
59,67.9,2.72,264,0.3744
55,68.6,2.6,268,0.3339
50,67.2,3.11,276,0.2934
47,66.4,3.51,290,0.2529
50,66.9,2.86,324,0.2124
54,68.1,1.88,25,0.1719
60,69.5,2.5,92,0.1314
69,68.6,4.34,119,0.0909
73,68.1,5.68,152,0.096
73,66.3,5.78,157,0.1466
74,65.8,5.25,188,0.1973
77,65.8,5.55,203,0.248
78,65.3,5.91,204,0.2987
78,64.9,6.13,208,0.3494
79,64.5,6.38,215,0.4001
82,64.8,6.22,224,0.4507
84,65.2,5.72,234,0.5014
85,64.9,5.71,237,0.5521
84,64.1,5.68,242,0.6028
82,63.1,5.38,252,0.5876
80,63.6,4.75,262,0.5065
74,63.6,4.03,247,0.4254
61,63.5,2.27,229,0.3444
54,64.5,1.7,183,0.2633
52,65.4,2.72,174,0.1822
49,65.6,3.37,168,0.1012
48,65.7,3.61,161,0.0664
46,65.3,3.58,153,0.078
47,65.3,3.55,148,0.0897
50,65.9,3.75,138,0.1013
57,67.3,4.39,133,0.1129
68,67.9,4.94,144,0.1245
71,65.7,5.39,149,0.1627
76,66.0,5.39,165,0.2276
80,66.1,5.72,175,0.2924
81,65.6,5.7,165,0.3572
81,65.2,5.64,155,0.422
82,64.9,6.05,149,0.4869
83,64.8,6.22,154,0.5517
86,65.2,6.14,168,0.6165
89,65.1,5.52,185,0.6814
91,64.9,5.07,195,0.7462
92,64.5,4.87,199,0.811
92,64.1,4.61,207,0.7832
89,64.2,5.1,206,0.6627
81,65.1,4.05,200,0.5422
71,66.2,1.52,203,0.4217
64,67.1,0.67,207,0.3012
59,67.4,0.94,148,0.1807
57,67.6,1.36,126,0.0602
55,67.6,1.92,129,0.0103
56,67.8,2.68,117,0.0308
61,66.3,0.91,186,0.0513
64,67.1,2.32,97,0.0718
70,69.0,2.73,118,0.0923
77,69.0,2.69,138,0.1129
81,68.0,2.77,103,0.1334
84,67.2,3.27,113,0.154
85,66.7,3.33,139,0.1746
87,66.6,4.11,154,0.1952
89,66.7,3.91,177,0.2158
91,66.8,3.01,184,0.2364
88,66.3,3.91,183,0.257
89,66.3,4.96,199,0.2776
90,65.9,5.27,213,0.2982
86,65.1,5.77,208,0.3188
86,64.5,5.77,208,0.3394
87,64.0,5.83,211,0.3271
90,64.9,4.98,218,0.2818
80,65.5,4.08,216,0.2365
68,66.3,2.15,202,0.1912
59,66.1,1.97,210,0.146
52,65.1,2.66,214,0.1007
48,63.5,3.74,214,0.0554
48,63.2,4.79,206,0.0301
48,62.8,4.31,202,0.0246
42,60.9,4.33,214,0.0191
41,60.2,3.83,229,0.0137
59,67.8,2.18,254,0.0082
41,57.5,0.98,246,0.0027
58,61.8,4.95,223,0.03
54,59.2,6.6,212,0.0901
57,59.2,6.31,243,0.1501
64,60.8,5.68,256,0.2102
67,61.4,6.04,246,0.2703
68,61.5,6.53,243,0.3303
69,61.4,6.43,258,0.3904
70,61.4,6.41,266,0.4504
75,62.7,6.09,284,0.5105
80,64.0,5.65,283,0.5705
84,64.8,6.28,284,0.6306
88,65.6,6.67,300,0.6318
89,65.4,6.77,301,0.5741
87,64.0,7.02,303,0.5164
91,64.5,6.23,300,0.4588
89,63.4,5.95,299,0.4011
79,61.4,5.41,304,0.3434
71,59.0,5.36,307,0.2857
68,56.9,5.33,300,0.281
61,55.8,5.95,297,0.3291
49,49.1,7.21,304,0.3773
51,49.2,6.48,308,0.4255
50,47.8,6.88,319,0.4737
57,48.3,7.3,337,0.5218
63,49.4,7.35,326,0.5393
66,48.3,7.5,323,0.526
67,47.3,7.52,324,0.5126
67,47.0,7.34,331,0.4993
65,45.2,8.37,335,0.486
66,44.1,6.84,333,0.4727
70,44.3,6.17,340,0.4593
71,43.7,6.22,334,0.446
72,43.0,5.88,328,0.4327
74,43.1,5.64,323,0.4194
77,43.6,5.66,315,0.406
80,44.1,6.04,309,0.395
84,45.6,6.26,309,0.3864
76,46.0,5.55,304,0.3777
67,45.0,5.59,314,0.3691
59,43.4,5.33,320,0.3604
52,42.3,6.35,327,0.3517
52,42.3,5.48,322,0.3431
53,43.0,5.3,316,0.3452
58,45.2,5.68,298,0.3582
56,44.7,5.19,298,0.3712
55,45.2,4.43,298,0.3842
55,45.7,2.79,285,0.3972
59,46.4,0.89,243,0.4101
65,47.7,0.67,207,0.4231
83,50.5,2.06,231,0.4361
76,49.2,3.66,235,0.4491
70,46.7,5.32,221,0.462
69,45.6,6.23,222,0.475
69,45.0,6.5,233,0.488
70,45.0,6.66,244,0.501
71,45.6,7.2,243,0.514
75,47.0,7.79,241,0.5269
88,49.8,7.09,230,0.5399
90,50.3,8.58,229,0.5529
89,50.1,8.29,236,0.5681
91,51.0,8.45,244,0.5854
94,52.4,9.07,256,0.6028
89,52.2,8.67,287,0.6202
81,50.8,8.82,299,0.6375
72,49.2,9.27,305,0.6549
62,45.6,9.69,314,0.6723
61,45.3,10.4,325,0.6864
59,45.1,9.72,330,0.6973
58,44.5,9.97,334,0.7083
64,45.6,8.95,340,0.7192
69,46.1,8.07,340,0.7302
78,47.0,7.97,342,0.7411
84,47.5,8.34,350,0.728
89,47.6,8.31,357,0.691
85,46.3,7.41,3,0.6539
88,46.9,6.99,13,0.6169
87,46.6,6.41,11,0.5799
86,46.2,5.53,6,0.5428
87,46.4,5.02,6,0.5058
81,44.3,5.53,354,0.4687
76,42.0,5.25,352,0.4317
78,42.2,4.28,349,0.3946
78,41.9,5.0,340,0.3576
75,41.8,5.15,342,0.3192
71,40.7,5.47,351,0.2795
68,41.2,4.62,342,0.2397
59,39.8,4.0,359,0.2
55,39.4,4.27,21,0.1603
52,38.9,4.11,18,0.1205
49,39.3,3.38,19,0.0808
50,40.4,3.64,32,0.0652
51,40.7,3.5,37,0.0737
52,40.8,3.04,44,0.0822
54,40.8,2.76,44,0.0907
58,41.1,3.33,49,0.0991
69,42.5,4.3,59,0.1076
75,42.2,4.83,50,0.1166
81,43.1,4.43,62,0.1262
84,44.1,3.93,83,0.1357
84,44.4,3.81,104,0.1453
88,44.0,3.42,128,0.1548
89,44.1,3.28,149,0.1644
91,44.0,4.21,162,0.1739
92,43.6,4.55,171,0.1835
95,43.1,4.66,195,0.193
96,42.6,5.12,197,0.2026
98,42.3,4.9,197,0.2121
99,41.9,4.57,203,0.2019
99,42.0,3.86,211,0.1721
88,42.9,3.26,198,0.1422
67,42.8,1.73,170,0.1123
53,40.6,1.61,150,0.0825
49,40.4,2.06,141,0.0526
46,40.4,2.56,149,0.0227
45,40.8,2.51,157,0.0288
45,41.5,2.78,142,0.0708
48,43.3,3.32,136,0.1128
54,45.9,3.56,142,0.1547
60,47.4,4.31,134,0.1967
71,47.9,5.89,130,0.2387
78,48.5,6.45,131,0.2749
83,49.2,6.72,134,0.3052
79,47.5,7.02,152,0.3356
73,43.8,6.52,159,0.366
75,43.2,5.99,165,0.3963
77,42.5,6.28,166,0.4267
79,42.7,6.23,161,0.4571
82,44.0,6.17,153,0.4875
87,46.2,6.08,144,0.5178
89,47.7,5.83,141,0.5482
90,48.6,5.98,142,0.5786
92,49.0,6.27,146,0.5649
94,49.4,6.59,150,0.5072
87,50.8,6.31,155,0.4496
74,51.2,4.57,157,0.3919
60,49.9,4.03,166,0.3342
45,45.7,4.47,170,0.2765
42,45.6,4.43,174,0.2188
41,46.1,4.47,170,0.1893
41,46.8,4.87,161,0.188
42,47.2,5.28,151,0.1866
42,47.1,5.22,148,0.1853
49,48.8,5.66,135,0.1839
63,50.6,6.3,138,0.1826
71,51.8,6.62,142,0.2154
72,50.7,6.45,167,0.2824
63,46.1,7.79,167,0.3493
67,46.5,7.91,167,0.4163
72,47.4,7.81,170,0.4833
74,47.9,8.14,169,0.5503
76,48.5,7.99,171,0.6173
79,49.6,7.62,176,0.6843
82,50.5,7.71,178,0.7513
83,51.2,8.1,179,0.8183
84,52.0,8.1,189,0.8853
85,52.4,7.96,195,0.8991
85,52.3,7.75,197,0.8598
75,52.3,7.67,192,0.8205
62,52.0,6.56,188,0.7812
53,52.2,6.72,195,0.742
50,53.0,7.69,196,0.7027
49,54.1,8.32,198,0.6634
48,55.1,8.37,195,0.6355
47,56.3,9.14,198,0.6189
47,56.9,9.12,207,0.6023
48,57.5,8.65,210,0.5858
51,58.1,7.76,202,0.5692
58,58.3,7.97,200,0.5527
60,58.1,8.03,194,0.5597
63,58.5,9.12,201,0.5902
64,59.1,9.04,205,0.6208
67,60.1,8.78,210,0.6514
69,61.1,9.0,210,0.6819
72,61.6,9.04,213,0.7125
73,61.8,9.29,214,0.7431
75,62.1,9.48,226,0.7736
77,62.9,9.89,231,0.8042
77,63.6,10.43,236,0.8348
80,63.9,9.93,236,0.8653
82,64.0,9.78,239,0.8811
82,65.8,10.03,240,0.8822
84,66.4,9.71,241,0.8832
80,66.7,11.51,240,0.8842
77,66.1,10.25,245,0.8852
81,66.1,9.68,254,0.8863
75,65.6,10.02,256,0.8873
78,65.5,9.82,261,0.8453
83,64.7,7.29,297,0.7602
80,62.8,7.06,291,0.6751
71,61.4,7.08,283,0.5899
64,58.2,7.14,281,0.5048
62,54.2,7.2,284,0.4197
60,51.0,6.87,291,0.3851
64,50.4,7.07,316,0.4008
65,48.2,5.95,331,0.4166
71,48.4,4.87,341,0.4324
83,50.4,3.57,349,0.4481
83,49.7,2.47,302,0.4639
84,48.5,3.79,252,0.4797
84,47.4,5.27,237,0.4954
85,47.3,5.73,241,0.5112
85,46.5,5.79,249,0.527
84,45.9,6.07,253,0.5427
85,45.8,6.26,257,0.5514
95,48.3,5.75,257,0.5528
85,48.6,5.42,247,0.5543
72,48.1,4.52,252,0.5558
60,46.8,5.13,249,0.5573
53,45.6,5.49,260,0.5587
46,43.9,5.98,252,0.5602
39,41.5,6.94,245,0.5372
36,40.8,7.28,254,0.4898
35,40.9,7.06,258,0.4424
37,41.9,6.76,262,0.3951
43,44.0,5.73,258,0.3477
49,45.2,6.01,273,0.3003
65,49.5,6.72,266,0.2689
74,51.0,6.65,254,0.2535
77,51.7,5.84,263,0.2382
77,51.0,5.0,270,0.2228
76,50.1,5.88,302,0.2074
78,50.3,4.75,311,0.1921
83,51.2,3.54,299,0.1767
91,53.0,2.73,298,0.1613
92,52.9,3.04,287,0.146
92,53.2,2.01,276,0.1306
92,53.2,1.75,239,0.1152
94,53.4,0.71,225,0.0999
96,53.7,1.49,222,0.0845
93,53.9,2.06,203,0.0691
87,53.7,0.86,216,0.0538
80,53.6,1.0,323,0.0384
76,52.9,0.71,8,0.023
72,52.8,0.51,101,0.0077
66,53.0,0.4,180,0.0048
62,54.1,0.92,229,0.0145
65,54.6,1.49,138,0.0241
71,55.1,3.77,122,0.0337
76,54.7,4.53,133,0.0434
80,54.7,4.36,127,0.053
90,55.7,4.97,120,0.0854
92,56.0,5.28,117,0.1406
92,56.4,5.08,126,0.1958
92,57.5,6.25,140,0.251
93,58.7,6.96,164,0.3062
93,58.9,7.55,187,0.3614
96,60.8,8.07,200,0.4166
92,61.1,9.75,201,0.4718
85,59.2,8.71,202,0.527
92,61.2,7.63,185,0.5822
93,63.0,9.75,186,0.6374
92,62.8,9.43,184,0.6757
92,63.1,8.88,194,0.697
92,63.4,7.58,188,0.7183
90,62.7,9.75,201,0.7397
87,61.8,8.98,199,0.761
81,62.9,8.01,178,0.7824
69,62.3,9.04,186,0.8037
59,61.8,10.55,193,0.8155
54,60.7,12.06,192,0.8177
51,59.1,12.81,199,0.8198
51,58.4,11.94,202,0.822
53,58.5,10.91,206,0.8242
54,57.8,10.65,195,0.8264
62,61.6,11.41,183,0.8323
64,62.0,13.02,191,0.8419
64,61.4,12.85,185,0.8516
69,62.7,14.31,194,0.8612
88,65.3,13.05,211,0.8708
87,62.4,13.0,230,0.8805
82,57.9,12.5,233,0.8901
79,56.3,12.68,236,0.8997
78,56.0,12.71,242,0.9094
79,55.7,12.28,247,0.919
79,55.6,10.98,250,0.9286
81,56.1,9.7,256,0.8745
86,58.2,7.45,263,0.7567
83,58.0,6.56,262,0.6388
77,57.4,6.68,261,0.5209
70,56.5,5.61,267,0.4031
64,56.3,4.18,249,0.2852
58,55.5,3.75,224,0.1674
52,53.9,3.41,220,0.1267
46,51.9,3.35,197,0.1633
42,49.8,3.91,176,0.1998
46,51.5,4.52,162,0.2364
57,55.1,5.38,145,0.273
69,56.4,6.95,157,0.3095
69,55.5,6.45,173,0.3187
74,54.6,6.41,176,0.3005
80,56.0,6.11,176,0.2824
86,56.7,5.36,166,0.2642
88,56.7,4.46,160,0.246
91,56.7,4.3,155,0.2278
91,56.7,4.84,162,0.2097
91,56.7,4.48,156,0.1915
91,57.3,3.61,138,0.1733
94,58.2,2.83,132,0.1551
96,58.2,1.53,101,0.137
98,58.0,0.72,34,0.1188
100,58.5,2.43,279,0.1006
97,58.6,3.66,325,0.0824
92,59.9,1.91,354,0.0642
82,60.1,1.27,315,0.0461
74,59.5,2.4,315,0.0279
64,58.5,2.22,324,0.0097
56,56.4,2.12,315,0.0161
50,54.4,2.05,317,0.047
49,53.8,2.15,332,0.078
52,54.5,1.51,8,0.1089
65,58.1,1.7,62,0.1398
82,59.1,3.36,120,0.1708
93,59.3,4.73,174,0.2017
93,59.1,5.14,193,0.2327
91,58.3,5.83,202,0.2636
89,57.6,5.94,216,0.2945
85,56.6,7.0,224,0.3255
83,56.1,4.33,251,0.3564
87,55.7,3.06,308,0.3873
90,57.1,7.71,3,0.4183
88,55.5,7.26,7,0.4492
85,53.5,7.36,7,0.4802
86,52.4,7.14,6,0.5111
87,51.9,6.26,13,0.5072
91,51.9,6.13,354,0.4684
83,52.1,5.4,1,0.4296
75,51.6,5.0,359,0.3908
71,50.8,5.04,7,0.352
67,50.7,4.46,9,0.3132
62,50.6,4.98,10,0.2744
62,50.6,4.75,8,0.2621
61,49.7,4.78,16,0.2763
63,49.2,5.55,23,0.2905
65,47.7,5.56,30,0.3048
67,46.6,5.67,41,0.319
73,46.8,5.59,43,0.3332
71,46.3,6.44,36,0.3626
73,45.9,6.69,35,0.4071
73,45.6,6.63,34,0.4517
73,45.6,6.34,38,0.4962
71,45.7,6.93,45,0.5408
70,45.8,7.08,43,0.5853
72,46.6,6.79,44,0.6299
76,47.7,6.82,51,0.6744
87,50.0,7.65,63,0.7189
88,49.9,7.62,67,0.7635
89,49.4,7.85,68,0.808
90,49.2,7.7,65,0.8336
90,49.1,7.04,67,0.8402
90,49.3,9.85,61,0.8468
91,50.0,10.51,63,0.8534
91,50.0,10.38,62,0.86
91,50.0,9.75,62,0.8667
91,50.0,9.39,63,0.8733
91,49.7,9.14,60,0.8722
90,49.4,8.73,60,0.8634
90,49.5,9.08,63,0.8547
90,49.2,8.99,61,0.8459
88,49.1,8.55,61,0.8372
88,48.3,8.15,57,0.8284
88,47.8,7.64,53,0.8004
87,46.8,7.98,52,0.7531
87,45.9,8.02,54,0.7057
88,45.8,7.74,54,0.6584
89,45.8,7.96,57,0.6111
88,45.5,7.89,60,0.5638
87,45.1,7.6,63,0.5164
86,44.7,7.11,64,0.4691
85,44.5,6.8,66,0.4218
84,44.2,6.72,67,0.3744
83,43.8,6.39,70,0.3271
82,43.6,6.3,70,0.2919
86,45.5,5.8,75,0.2689
81,46.0,5.63,70,0.2458
79,46.1,5.82,78,0.2228
79,46.8,5.3,79,0.1998
79,47.6,4.53,84,0.1767
78,49.2,4.9,92,0.1537
77,49.9,5.06,99,0.1353
77,51.0,5.1,106,0.1216
78,51.9,4.81,111,0.1079
80,52.8,4.57,113,0.0942
81,53.5,4.72,126,0.0805
86,54.2,3.7,128,0.0668
92,55.2,3.77,122,0.0628
96,56.1,4.47,124,0.0685
95,56.4,4.83,124,0.0742
94,56.7,5.25,140,0.0799
96,57.3,4.84,162,0.0856
98,57.4,4.22,175,0.0912
98,57.7,2.34,200,0.0969
97,56.9,4.85,262,0.1026
96,55.5,4.14,250,0.1083
96,55.3,4.44,234,0.114
97,55.1,4.38,225,0.1197
97,54.8,4.83,220,0.1318
97,55.0,5.3,226,0.1503
95,55.5,4.95,223,0.1688
91,56.2,4.5,217,0.1873
88,56.4,4.5,217,0.2059
76,55.9,4.84,218,0.2244
67,54.1,6.95,220,0.2429
72,55.0,7.94,221,0.2544
71,54.8,7.02,234,0.2588
64,53.1,5.77,236,0.2631
62,52.4,5.19,236,0.2675
66,53.4,3.62,219,0.2719
79,54.6,3.14,211,0.2762
82,54.0,3.26,220,0.2709
79,54.8,2.82,243,0.2559
78,53.7,3.81,210,0.2408
77,53.2,4.6,214,0.2258
